1608	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 564 270 634 219 218 63 839 924 624 1260 534 429 189 301 134 284 1377 2 242 761 1158 619 1321 791 382 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 1561 873 1154 1469 358 1528 766 865 1500 1090 261 92 777 44 1461 335 1207 601 50 989 648 83 562 472 1131 71 615 183 1048 1171 1355 1359 437	 what is the artist of appears_in_topic_gallery of TOPIC_ENTITY 's release ?
867	1154 1289 1561 264 91 678 968 1440 279 650 1344 330 308 990 1431 697 250 872 117 1568 792 591 704 331 1066 1263	 what is the recordings of tracks of TOPIC_ENTITY 's tracks ?
591	1144 457 1059 255 817 1351 45 1114 1012 918 1497 1476 1523 216 317 524 172 1222 136 1501 662 176 655 584 1204 888 908 1328 54 326 1203 905 990 499 1030 1431 1123 941 1293 274 1395 1401 568 978 250 1200 489 872 1520 660 704 1588 1167 1438 347 1308 32 631 265 1066 965 984 1263	 what is the tracks of TOPIC_ENTITY 's tracks 's tracks ?
1114	941 274 1200 872 1351 216 524	 what is the artist of recording of TOPIC_ENTITY 's recording ?
131	noNegativeAnswer	 what is the recording of TOPIC_ENTITY 's country 's recording ?
134	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 1561 873 1154 1469 358 1528 766 865 1500 1090 261 92 777 44 1461 335 1207 601 50 989 1608 648 83 562 472 1131 71 615 183 1048 1171 1355 1359 437 564 270 634 219 218 63 839 924 624 1260 534 429 189 301 284 1377 2 242 761 1158 619 1321 791 382	 what is the release of TOPIC_ENTITY 's appears_in_topic_gallery 's appears_in_topic_gallery ?
591	noNegativeAnswer	 what is the tracks of tracks of TOPIC_ENTITY 's tracks ?
66	78 1093 280	 what is the recording of TOPIC_ENTITY 's album 's country ?
977	noNegativeAnswer	 what is the tracks of TOPIC_ENTITY 's place_of_death 's tracks ?
74	1325 575 1463 1348 591 1032 1143	 what is the notable_types of tracks of TOPIC_ENTITY 's tracks ?
255	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 1144 1059 1152 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084	 what is the artist of tracks of TOPIC_ENTITY 's recording ?
226	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 1144 1059 1152 255 457 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084	 what is the release of tracks of TOPIC_ENTITY 's recording ?
383	noNegativeAnswer	 what is the recording of TOPIC_ENTITY 's nationality 's recording ?
733	1046 1408 1560 1157 412 353 1226 1246 670 552 492 1185 120 311 514 371 566 405 707 126 1400 1605 46 227 578 609 587 1591 298 844 422 1166 565 727 1509 785 1252 236 779 1179 541 1472 686 1448 570 1080 38 854 770 950 991 374 515 1192 449 1329 104 460 1498 723 1570 1410 234 1110 1508 469 755 1350 58 1398 1082 1459 1563 473 41 1312 614 1347 1371 1467 1516 1480 1460 464 1139 1598 221 576 1592 367 1529 663 281 928 14 278 9 1318 419 569 1118 490 1004 1418 1494 1487 1447 7 231 148 35 900 142 1585 784 1298 149 1482 307 1492 866 1300 266 1254 1453 1051 87 880 871 863 1010 1362 699 667 474 853 1092 579 1435 1151 1202 809 793	 what is the release_type of TOPIC_ENTITY 's recording 's release ?
1588	1144 457 1059 255 817 1351 45 1114 1012 918 1497 1476 1523 216 317 524 172 1222 136 1501 662 176 655 584 1204 888 908 1328 54 326 1203 905 990 499 1030 1431 1123 941 1293 274 1395 1401 568 978 250 1200 489 872 591 1520 660 704 1167 1438 347 1308 32 631 265 1066 965 984 1263	 what is the tracks of TOPIC_ENTITY 's tracks 's recording ?
591	noNegativeAnswer	 what is the tracks of tracks of TOPIC_ENTITY 's tracks ?
434	noNegativeAnswer	 what is the album of TOPIC_ENTITY 's art_genre 's album ?
1430	1351 629 1291 179 1186 386 375 531 1177 627 887 452 1196 573 913 643 427 1348 847 116 1356 324 1228 1457 1136 416	 what is the recording of recording of TOPIC_ENTITY 's versions ?
1351	noNegativeAnswer	 what is the recording of recording of TOPIC_ENTITY 's recording ?
1167	1144 457 817 1351 591 1520 1588	 what is the recording of TOPIC_ENTITY 's tracks 's recording ?
825	912 1502	 what is the album of TOPIC_ENTITY 's album 's artist ?
457	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 1144 1059 1152 255 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084	 what is the recording of tracks of TOPIC_ENTITY 's recording ?
429	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 1561 873 1154 1469 358 1528 766 865 1500 1090 261 92 777 44 1461 335 1207 601 50 989 1608 648 83 562 472 1131 71 615 183 1048 1171 1355 1359 437 564 270 634 219 218 63 839 924 624 1260 534 189 301 134 284 1377 2 242 761 1158 619 1321 791 382	 what is the artist of appears_in_topic_gallery of TOPIC_ENTITY 's appears_in_topic_gallery ?
1114	591 1520 660 704 1588 1167 1438 347 1308 32 631 265 1066 965 984 1263 172 1222 136 1501 662 176 655 584 1204 888 908 1328 54 326 1203 905 990 499 1030 1431 1123 941 1293 274 1395 1401 568 978 250 1200 489 872 1144 457 1059 255 817 1351 45 1012 918 1497 1476 1523 216 317 524	 what is the artist of recording of TOPIC_ENTITY 's recording ?
457	591 1520 1588 1167 1144 817 1351	 what is the recording of TOPIC_ENTITY 's recording 's tracks ?
97	noNegativeAnswer	 what is the song of TOPIC_ENTITY 's song 's song ?
1351	941 274 1200 872 1114 216 524	 what is the recording of TOPIC_ENTITY 's recording 's recording ?
153	1208 119 1581 1098 26 175 1425 828 942 632 700 1142 677 857 349 836 956 831 1363 512 487 256 189 232 1579 636	 what is the appears_in_topic_gallery of TOPIC_ENTITY 's appears_in_topic_gallery 's book ?
347	172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 1144 1059 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 1167 233 327 889 1604 583 259 1211	 what is the artist of TOPIC_ENTITY 's tracks 's recording ?
411	1320 191 409 1544 1324 1215 1569 1548	 what is the book of appears_in_topic_gallery of TOPIC_ENTITY 's place_of_death ?
546	644 617 1345 197 62 337 1042 805 477 1325 559 575 222 1267 1106 1463 1124 1348 591 74 385 201 503 1032 540 1143	 what is the author of TOPIC_ENTITY 's tracks 's tracks ?
411	1320 191 409 1544 1324 1215 1569 1548	 what is the book of appears_in_topic_gallery of TOPIC_ENTITY 's place_of_death ?
1332	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 1144 1059 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441	 what is the recording of TOPIC_ENTITY 's song 's song ?
378	297 1349 1176 498 1484 456 1481	 what is the track_list of track_list of TOPIC_ENTITY 's album ?
1171	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 564 270 634 219 218 63 839 924 624 1260 534 429 189 301 134 284 1377 2 242 761 1158 619 1321 791 382 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 1561 873 1154 1469 358 1528 766 865 1500 1090 261 92 777 44 1461 335 1207 601 50 989 1608 648 83 562 472 1131 71 615 183 1048 1355 1359 437	 what is the artist of TOPIC_ENTITY 's release 's release ?
1484	noNegativeAnswer	 what is the album of album of TOPIC_ENTITY 's album ?
256	1208 119 1581 1098 26 175 1425 828 942 632 700 1142 677 857 349 836 956 831 1363 512 487 189 232 1579 153 636	 what is the canonical_version of appears_in_topic_gallery of TOPIC_ENTITY 's appears_in_topic_gallery ?
1561	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 564 270 634 219 218 63 839 924 624 1260 534 429 189 301 134 284 1377 2 242 761 1158 619 1321 791 382 1090 261 92 777 44 1461 335 1207 601 50 989 1608 648 83 562 472 1131 71 615 183 1048 1171 1355 1359 437 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 873 1154 1469 358 1528 766 865 1500	 what is the artist of recordings of TOPIC_ENTITY 's recordings ?
879	noNegativeAnswer	 what is the canonical_version of canonical_version of TOPIC_ENTITY 's track ?
1167	172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 1144 1059 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 233 327 889 1604 583 259 1211	 what is the recording of recording of TOPIC_ENTITY 's tracks ?
47	noNegativeAnswer	 what is the recording of recording of TOPIC_ENTITY 's genre ?
902	noNegativeAnswer	 what is the people_born_here of place_of_birth of TOPIC_ENTITY 's people_born_here ?
1059	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 1144 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084	 what is the releases of TOPIC_ENTITY 's recording 's tracks ?
605	182	 what is the tracks of TOPIC_ENTITY 's track 's tracks ?
1406	noNegativeAnswer	 what is the canonical_version of canonical_version of TOPIC_ENTITY 's origin ?
591	1144 457 817 1351 1520 1588 1167	 what is the tracks of tracks of TOPIC_ENTITY 's tracks ?
894	1580	 what is the gender of people_born_here of TOPIC_ENTITY 's containedby ?
658	1335 129 962 964 1572 272 1343 34 1518 157 1599 296 533 1189 751 444 820 1535 128 516 1006 995 81 560 775 954 604 701 580 368 1003 1164 1270 151 494	 what is the artist of TOPIC_ENTITY 's track 's tracks ?
817	591 1520 1588 1167 1144 457 1351	 what is the tracks of TOPIC_ENTITY 's recording 's recording ?
47	1526	 what is the recording of recording of TOPIC_ENTITY 's genre ?
956	1208 119 1581 1098 26 175 1425 828 942 1363 512 487 256 189 232 1579 153 636 632 700 1142 677 857 349 836 831	 what is the appears_in_topic_gallery of book of TOPIC_ENTITY 's book ?
45	176 655 1199 888 908 883 1219 982 1458 1430 1071 847 1220 438 1483 1356 42 324 1351 629 918 1497 1450 179 987 1186	 what is the releases of recording of TOPIC_ENTITY 's recording ?
1351	noNegativeAnswer	 what is the recording of TOPIC_ENTITY 's recording 's recording ?
1528	1348 59 1439 253 1287 536 502 834 1278 342 1258 1422 1089 772 1541 82 1514 1115 1361 217 892 862 1399 1336 1506 420 1272 461 736 790 424 872 1259 697 463 329 173 705 930 1052 212 330 108 650 292 910 1133 186 812 137 564 270 634 219 218 63 839 924 624 1260 534 429 189 301 134 284 1377 2 242 761 1158 619 1321 791 382 1090 261 92 777 44 1461 335 1207 601 50 989 1608 648 83 562 472 1131 71 615 183 1048 1171 1355 1359 437 1590 1022 417 966 1533 206 279 901 968 1295 1209 612 268 1242 202 1163 1561 873 1154 1469 358 766 865 1500	 what is the artist of TOPIC_ENTITY 's recordings 's release ?
392	818	 what is the recording of country of TOPIC_ENTITY 's track_list ?
1176	1484 456 1481 378 297 1349 498	 what is the album of track_list of TOPIC_ENTITY 's track_list ?
233	172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 1470 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 1144 1059 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 327 889 1604 583 259 1211	 what is the release of TOPIC_ENTITY 's tracks 's recording ?
1484	noNegativeAnswer	 what is the album of TOPIC_ENTITY 's album 's album ?
1114	322 673 510 1132 506 1556 22 907 288 923 554 830 336 1515 985 1057 1140 1069 837 303 257 1274 200 485 1085 299 437 1171 1304 1282 50 335 941 1135 1536 274 1011 138 1367 61 1232 215 137 1133 1200 1473 463 872 1351 77 1148 1178 1375 763 1061 373 1477 1084 782 216 986 84 524	 what is the artist of TOPIC_ENTITY 's recording 's recording ?
1257	958 1510 1407 1120 132 832 1301 1286 351 19 310 1102 213 878 826 527 1416 735 67 1244 399 567 1353 1339	 what is the recordings of TOPIC_ENTITY 's track_list 's release ?
1525	67 898 1416 1587 651 351 497 1301	 what is the tracks of TOPIC_ENTITY 's track_list 's tracks ?
1470	591 660 666 704 1520 1366 1308 631 722 265 32 388 25 696 1038 1323 43 1009 1066 984 1352 1263 965 465 1588 1438 692 347 1167 233 327 889 1604 583 259 1211 172 136 28 1501 1222 475 1204 908 815 1328 888 1174 1342 239 843 1341 974 1390 54 1203 951 905 326 661 662 655 633 584 176 72 1285 394 1283 1284 1008 623 990 1030 1596 1431 499 229 1395 568 728 978 1401 65 732 1187 345 285 1471 1264 250 489 53 872 1200 463 1123 1293 1462 274 941 1536 1210 681 190 1133 1232 137 1144 1059 1152 255 457 226 1012 1497 608 1476 918 220 1415 1296 757 1444 1073 209 1523 317 925 524 216 84 817 45 339 1114 1351 1148 1294 647 99 782 373 1084 293 1205 588 1212 821 535 1314 248 372 594 362 1310 676 1162 443 125 953 1386 1564 1280 993 335 1304 50 1079 845 113 303 1140 837 369 1373 1488 1171 1085 437 51 1014 945 263 1045 509 486 1384 858 1417 1168 103 483 97 833 1332 320 914 1442 354 1191 1405 1391 31 1326 1600 121 1047 328 1534 361 947 850 716 441	 what is the tracks of song of TOPIC_ENTITY 's song ?
